node_id,latitude,longitude
290573470,45.782313300000006,126.56863630000001
290573873,45.7848181,126.5659873
290576137,45.7837006,126.5671944
334296860,45.661900800000005,126.72565510000001
334304099,45.7035959,126.67899170000001
334304104,45.717280300000006,126.64598190000001
334304106,45.7205371,126.63993350000001
334304111,45.725134600000004,126.62670680000001
334304113,45.7294837,126.61402400000001
334304160,45.7640134,126.5912057
334304164,45.759801700000004,126.5966623
334304167,45.7556722,126.60406350000001
334304432,45.7555272,126.58553660000001
334304433,45.756923900000004,126.5894387
334304434,45.757342,126.59075100000001
334304444,45.7658921,126.59972440000001
334304448,45.7643501,126.6090286
334304999,45.782134500000005,126.55706740000001
334305000,45.783222300000006,126.55562130000001
334305011,45.760128400000006,126.586454
334305012,45.7683933,126.57533430000001
334305013,45.7745084,126.5673802
334324836,45.7794925,126.5754799
334325317,45.8038419,126.5469815
334325326,45.805497800000005,126.5462375
334325330,45.804068400000006,126.54600180000001
334358674,45.7581548,126.6304247
334360317,45.7578953,126.5840598
334360322,45.761024500000005,126.5886763
334360329,45.771578500000004,126.59792890000001
334360330,45.773465300000005,126.60147370000001
334360334,45.775199900000004,126.6064092
334360338,45.777078100000004,126.614856
334360339,45.7772245,126.6166855
334360341,45.777552500000006,126.6195419
334360346,45.778058,126.62127550000001
334360358,45.785085300000006,126.63506400000001
334360359,45.785767,126.63736010000001
334360363,45.788054100000004,126.64293
334360364,45.7887977,126.64431300000001
334360370,45.7983976,126.67558700000001
334360378,45.7960416,126.68851380000001
334360385,45.786307,126.69537050000001
334360388,45.763689500000005,126.70112890000001
334360390,45.7510307,126.70398080000001
334360391,45.7503551,126.70402980000001
334360403,45.7246624,126.67135920000001
334362011,45.711472400000005,126.7510326
334362019,45.725483600000004,126.73309180000001
334362020,45.7282518,126.71386980000001
334363416,45.786492200000005,126.77904880000001
334363420,45.7856946,126.76350760000001
334363421,45.785900700000006,126.75969210000001
334363428,45.7892724,126.74646530000001
334363429,45.7884128,126.74414730000001
334363433,45.790500900000005,126.73093700000001
334363442,45.7825852,126.6720659
334363443,45.772393300000005,126.66083330000001
334369610,45.7908971,126.54900950000001
334369611,45.7989376,126.54788850000001
334380061,45.8337966,126.73748400000001
334380065,45.8285106,126.7247696
334380072,45.8226886,126.72355270000001
334380073,45.8217646,126.7233235
334380074,45.818504000000004,126.72292920000001
334380078,45.7973617,126.7067538
334380312,45.814960600000006,126.7511968
334380318,45.802123400000006,126.7693217
334380319,45.799539200000005,126.7742755
334650460,45.7881,126.64689800000001
334650461,45.7886006,126.6485641
334650462,45.789105600000006,126.65024450000001
334650463,45.7896182,126.65195030000001
334650465,45.790700900000004,126.6555538
334650466,45.791304100000005,126.65756110000001
334650533,45.7869718,126.6476006
334650534,45.785192,126.6486835
334650535,45.784579,126.6490725
334650536,45.7846996,126.64947640000001
334650537,45.7833575,126.6502976
334650553,45.7864285,126.645904
334650576,45.7826997,126.6481866
334650578,45.779481000000004,126.65026040000001
335579308,45.675130100000004,126.6142827
338475995,45.7706791,126.7291328
338475997,45.7736268,126.7532503
338476001,45.7763507,126.7755649
401243633,45.729934400000005,126.7020049
401244518,45.734507300000004,126.70056690000001
401256777,45.763707600000004,126.70126200000001
401256780,45.7682331,126.69989070000001
401256897,45.7662787,126.7003459
401256955,45.767433700000005,126.70206540000001
401256957,45.767239200000006,126.69806240000001
401256965,45.766770300000005,126.6993116
401257628,45.767828300000005,126.7061874
401257629,45.767692600000004,126.7048458
401257632,45.7665579,126.6955279
401257634,45.766315500000005,126.69368270000001
401257636,45.7654712,126.68664450000001
401257637,45.7646053,126.67974620000001
401257640,45.763281500000005,126.66874650000001
401257641,45.7630126,126.66649720000001
401284761,45.7671902,126.6621312
401284762,45.7675989,126.66209690000001
401284763,45.7692245,126.6619562
401284764,45.770388000000004,126.6619385
401284787,45.7722095,126.6604358
401285165,45.770344,126.66156620000001
401285167,45.767569900000005,126.6619119
401285168,45.767166200000005,126.661951
401285241,45.772451200000006,126.66440510000001
401285243,45.772535700000006,126.6696174
401285245,45.773186300000006,126.6845181
401285414,45.7898391,126.69462100000001
401285557,45.7699616,126.7232694
402990784,45.7308564,126.6993233
402993318,45.7300977,126.69702600000001
402993689,45.729919800000005,126.69649390000001
402993698,45.728822,126.691433
402996797,45.725428300000004,126.67562360000001
402999317,45.7243842,126.67019010000001
403001899,45.7151015,126.66266110000001
403001983,45.715180600000004,126.66239220000001
403003332,45.713128700000006,126.65807430000001
403004953,45.7099466,126.66722030000001
403007383,45.7108301,126.66430840000001
403008330,45.7109314,126.6643592
403012305,45.7136207,126.6561482
403015186,45.7171906,126.6459166
403019414,45.7175002,126.6262332
403019463,45.724984400000004,126.626607
403022992,45.718505300000004,126.64171270000001
403025835,45.7262408,126.6229816
403033004,45.7231795,126.631488
403107551,45.7249587,126.62720110000001
403107593,45.7248139,126.6271097
403107799,45.724862900000005,126.62652630000001
403107801,45.7246923,126.62703300000001
403107919,45.725068400000005,126.6272703
403107920,45.725239900000005,126.62677670000001
403108046,45.7241851,126.62854850000001
403108049,45.7235476,126.63034110000001
403108246,45.725996,126.62325380000001
403108436,45.7263974,126.62351640000001
403108469,45.7241708,126.62894490000001
403108897,45.7290873,126.6147791
403109514,45.732987400000006,126.6044097
403110622,45.733069400000005,126.60379940000001
403110626,45.729378700000005,126.6139509
403112426,45.731101100000004,126.6097184
403112428,45.730774700000005,126.6094829
403112759,45.730820300000005,126.6099834
403112763,45.733614900000006,126.61173830000001
403113540,45.7336557,126.6116114
403113834,45.7309526,126.60960490000001
403113836,45.7278712,126.6075643
403114153,45.7278523,126.60777680000001
403115117,45.7393943,126.58732090000001
403115120,45.7352659,126.59810900000001
403115590,45.739511500000006,126.58745300000001
403115591,45.735358700000006,126.5981857
403117263,45.7416764,126.5844612
403118301,45.7436358,126.5856035
403118757,45.7488302,126.58972610000001
403119297,45.7533339,126.5931939
403119514,45.7563863,126.59148870000001
403122092,45.759211900000004,126.58523210000001
403124269,45.7584711,126.58825610000001
403196619,45.7681805,126.57479640000001
403196632,45.7600867,126.58588130000001
403198959,45.758610100000006,126.5862388
403199658,45.758382100000006,126.58801020000001
403207346,45.7609848,126.58898780000001
403207351,45.759782400000006,126.5889506
403208780,45.7639257,126.59141340000001
